epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
51,435.65,0.49681,3.44869,1.00206,0.04076,0.75556,0.18668,0.16599,0.44716,3.62587,0.96936,0.000582518,0.000194173,0.000582518,0.000194173,0.000582518,0.000194173,0.000582518,0.000194173
52,444.09,0.48472,3.45645,0.96355,0.04103,0.77778,0.19846,0.17638,0.44257,3.62385,0.95183,0.00058252,0.000194173,0.00058252,0.000194173,0.00058252,0.000194173,0.00058252,0.000194173
53,452.551,0.50167,3.45551,1.02861,0.04103,0.77778,0.19846,0.17638,0.44257,3.62385,0.95183,0.000582065,0.000194022,0.000582065,0.000194022,0.000582065,0.000194022,0.000582065,0.000194022
54,460.925,0.47923,3.41349,0.99195,0.03712,0.77778,0.20151,0.18052,0.44188,3.61759,0.9418,0.000581154,0.000193718,0.000581154,0.000193718,0.000581154,0.000193718,0.000581154,0.000193718
55,469.39,0.52041,3.4035,1.02423,0.03712,0.77778,0.20151,0.18052,0.44188,3.61759,0.9418,0.000579786,0.000193262,0.000579786,0.000193262,0.000579786,0.000193262,0.000579786,0.000193262
56,478.051,0.52789,3.46335,0.99964,0.03467,0.77778,0.24532,0.20665,0.41802,3.60225,0.94302,0.000577961,0.000192654,0.000577961,0.000192654,0.000577961,0.000192654,0.000577961,0.000192654
57,486.454,0.54755,3.43052,0.99767,0.03467,0.77778,0.24532,0.20665,0.41802,3.60225,0.94302,0.00057568,0.000191893,0.00057568,0.000191893,0.00057568,0.000191893,0.00057568,0.000191893
58,495.024,0.47339,3.36677,1.00526,0.03376,0.77778,0.26779,0.22641,0.41906,3.60171,0.93405,0.000572941,0.00019098,0.000572941,0.00019098,0.000572941,0.00019098,0.000572941,0.00019098
59,503.366,0.64451,3.44389,1.12518,0.03376,0.77778,0.26779,0.22641,0.41906,3.60171,0.93405,0.000569746,0.000189915,0.000569746,0.000189915,0.000569746,0.000189915,0.000569746,0.000189915
60,511.801,0.50777,3.37282,1.03033,0.03376,0.77778,0.26779,0.22641,0.41906,3.60171,0.93405,0.000566094,0.000188698,0.000566094,0.000188698,0.000566094,0.000188698,0.000566094,0.000188698
61,520.276,0.46505,3.42556,0.98581,0.03109,0.77778,0.26286,0.22001,0.41713,3.5915,0.92717,0.000561985,0.000187328,0.000561985,0.000187328,0.000561985,0.000187328,0.000561985,0.000187328
62,528.784,0.46268,3.39712,1.01273,0.03109,0.77778,0.26286,0.22001,0.41713,3.5915,0.92717,0.00055742,0.000185807,0.00055742,0.000185807,0.00055742,0.000185807,0.00055742,0.000185807
63,537.228,0.58743,3.4103,1.08292,0.03109,0.77778,0.26286,0.22001,0.41713,3.5915,0.92717,0.000552397,0.000184132,0.000552397,0.000184132,0.000552397,0.000184132,0.000552397,0.000184132
64,545.809,0.44863,3.36161,1.01953,0.03063,0.77778,0.27602,0.2417,0.41134,3.57283,0.92367,0.000546918,0.000182306,0.000546918,0.000182306,0.000546918,0.000182306,0.000546918,0.000182306
65,554.609,0.50068,3.3583,1.00606,0.03063,0.77778,0.27602,0.2417,0.41134,3.57283,0.92367,0.000540982,0.000180327,0.000540982,0.000180327,0.000540982,0.000180327,0.000540982,0.000180327
66,563.109,0.50558,3.41275,1.01105,0.03063,0.77778,0.27602,0.2417,0.41134,3.57283,0.92367,0.00053459,0.000178197,0.00053459,0.000178197,0.00053459,0.000178197,0.00053459,0.000178197
67,571.756,0.46469,3.35062,1.01189,0.03116,0.88889,0.3389,0.29198,0.39965,3.552,0.92061,0.00052774,0.000175913,0.00052774,0.000175913,0.00052774,0.000175913,0.00052774,0.000175913
68,580.535,0.52569,3.38244,1.03243,0.03116,0.88889,0.3389,0.29198,0.39965,3.552,0.92061,0.000520434,0.000173478,0.000520434,0.000173478,0.000520434,0.000173478,0.000520434,0.000173478
69,589.242,0.51668,3.3545,0.98785,0.03116,0.88889,0.3389,0.29198,0.39965,3.552,0.92061,0.000512671,0.00017089,0.000512671,0.00017089,0.000512671,0.00017089,0.000512671,0.00017089
70,597.996,0.50894,3.33681,1.021,0.02902,0.88889,0.31796,0.26966,0.40015,3.53593,0.92103,0.000504451,0.00016815,0.000504451,0.00016815,0.000504451,0.00016815,0.000504451,0.00016815
71,606.514,0.46649,3.34758,0.98194,0.02902,0.88889,0.31796,0.26966,0.40015,3.53593,0.92103,0.000495774,0.000165258,0.000495774,0.000165258,0.000495774,0.000165258,0.000495774,0.000165258
72,615.093,0.37379,3.34867,0.95579,0.02902,0.88889,0.31796,0.26966,0.40015,3.53593,0.92103,0.000486641,0.000162214,0.000486641,0.000162214,0.000486641,0.000162214,0.000486641,0.000162214
73,623.628,0.41405,3.28741,0.96722,0.02608,0.88889,0.32062,0.26737,0.39892,3.51811,0.91684,0.000477051,0.000159017,0.000477051,0.000159017,0.000477051,0.000159017,0.000477051,0.000159017
74,632.329,0.44676,3.3049,0.98748,0.02608,0.88889,0.32062,0.26737,0.39892,3.51811,0.91684,0.000467004,0.000155668,0.000467004,0.000155668,0.000467004,0.000155668,0.000467004,0.000155668
75,640.755,0.56655,3.3232,1.04969,0.02608,0.88889,0.32062,0.26737,0.39892,3.51811,0.91684,0.0004565,0.000152167,0.0004565,0.000152167,0.0004565,0.000152167,0.0004565,0.000152167
76,649.696,0.47093,3.31369,1.01392,0.02271,0.77778,0.30849,0.27928,0.40443,3.5049,0.91842,0.000445539,0.000148513,0.000445539,0.000148513,0.000445539,0.000148513,0.000445539,0.000148513
77,658.851,0.41374,3.27898,0.95042,0.02271,0.77778,0.30849,0.27928,0.40443,3.5049,0.91842,0.000434122,0.000144707,0.000434122,0.000144707,0.000434122,0.000144707,0.000434122,0.000144707
78,667.741,0.4157,3.32257,0.96388,0.02271,0.77778,0.30849,0.27928,0.40443,3.5049,0.91842,0.000422248,0.000140749,0.000422248,0.000140749,0.000422248,0.000140749,0.000422248,0.000140749
79,676.66,0.40807,3.28999,0.99013,0.02288,0.88889,0.31003,0.26942,0.40286,3.48738,0.91302,0.000409917,0.000136639,0.000409917,0.000136639,0.000409917,0.000136639,0.000409917,0.000136639
80,685.284,0.40096,3.2456,0.98881,0.02288,0.88889,0.31003,0.26942,0.40286,3.48738,0.91302,0.000397129,0.000132376,0.000397129,0.000132376,0.000397129,0.000132376,0.000397129,0.000132376
81,693.954,0.38321,3.26823,0.96658,0.02288,0.88889,0.31003,0.26942,0.40286,3.48738,0.91302,0.000383885,0.000127962,0.000383885,0.000127962,0.000383885,0.000127962,0.000383885,0.000127962
82,702.739,0.4901,3.30239,1.04445,0.02159,0.88889,0.35387,0.3023,0.4072,3.46505,0.91462,0.000370184,0.000123395,0.000370184,0.000123395,0.000370184,0.000123395,0.000370184,0.000123395
83,711.516,0.39728,3.2637,0.95918,0.02159,0.88889,0.35387,0.3023,0.4072,3.46505,0.91462,0.000356025,0.000118675,0.000356025,0.000118675,0.000356025,0.000118675,0.000356025,0.000118675
84,720.347,0.39177,3.2593,0.98068,0.02159,0.88889,0.35387,0.3023,0.4072,3.46505,0.91462,0.000341411,0.000113804,0.000341411,0.000113804,0.000341411,0.000113804,0.000341411,0.000113804
