epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,5.55148,0.87542,0.95583,0.88494,1,0.99896,0.995,0.73809,0.90374,0.79473,0.84001,2.307e-05,7.69e-06,2.307e-05,7.69e-06,2.307e-05,7.69e-06,2.307e-05,7.69e-06
2,9.07304,0.89696,0.87598,0.87498,1,0.99894,0.995,0.73699,0.90368,0.79548,0.84027,6.87532e-05,2.29177e-05,6.87532e-05,2.29177e-05,6.87532e-05,2.29177e-05,6.87532e-05,2.29177e-05
3,12.581,0.85174,1.03239,0.88102,1,0.99897,0.995,0.73787,0.90378,0.79518,0.84025,0.000113827,3.79425e-05,0.000113827,3.79425e-05,0.000113827,3.79425e-05,0.000113827,3.79425e-05
4,15.9621,0.80214,0.95808,0.85466,1,0.99929,0.995,0.73623,0.90303,0.7951,0.84045,0.000158292,5.27642e-05,0.000158292,5.27642e-05,0.000158292,5.27642e-05,0.000158292,5.27642e-05
5,19.2741,0.91678,0.96046,0.88613,1,0.99942,0.995,0.73085,0.90164,0.79323,0.83993,0.000202149,6.73829e-05,0.000202149,6.73829e-05,0.000202149,6.73829e-05,0.000202149,6.73829e-05
6,22.5126,0.98481,0.97263,0.90893,1,0.99942,0.995,0.73085,0.90164,0.79323,0.83993,0.000245396,8.17985e-05,0.000245396,8.17985e-05,0.000245396,8.17985e-05,0.000245396,8.17985e-05
7,25.8528,0.86349,0.87498,0.88098,1,0.99968,0.995,0.73553,0.89952,0.79076,0.83928,0.000288034,9.60112e-05,0.000288034,9.60112e-05,0.000288034,9.60112e-05,0.000288034,9.60112e-05
8,29.2426,0.82387,1.00327,0.84462,1,0.99968,0.995,0.73553,0.89952,0.79076,0.83928,0.000330062,0.000110021,0.000330062,0.000110021,0.000330062,0.000110021,0.000330062,0.000110021
9,32.7022,0.88993,0.93354,0.87053,1,0.99964,0.995,0.73761,0.89465,0.78792,0.83905,0.000371482,0.000123827,0.000371482,0.000123827,0.000371482,0.000123827,0.000371482,0.000123827
10,35.9803,0.88515,1.00261,0.89699,1,0.99964,0.995,0.73761,0.89465,0.78792,0.83905,0.000412293,0.000137431,0.000412293,0.000137431,0.000412293,0.000137431,0.000412293,0.000137431
11,39.3978,0.87593,0.87653,0.85638,1,0.99969,0.995,0.74522,0.89635,0.78611,0.83865,0.000452495,0.000150832,0.000452495,0.000150832,0.000452495,0.000150832,0.000452495,0.000150832
12,42.7289,0.87654,0.93739,0.8997,1,0.99969,0.995,0.74522,0.89635,0.78611,0.83865,0.000492088,0.000164029,0.000492088,0.000164029,0.000492088,0.000164029,0.000492088,0.000164029
13,45.9553,0.94947,1.03581,0.90661,1,0.99969,0.995,0.74522,0.89635,0.78611,0.83865,0.000531071,0.000177024,0.000531071,0.000177024,0.000531071,0.000177024,0.000531071,0.000177024
14,49.3269,0.82956,0.87435,0.85771,1,0.99933,0.995,0.74266,0.90044,0.78474,0.8389,0.000569446,0.000189815,0.000569446,0.000189815,0.000569446,0.000189815,0.000569446,0.000189815
15,52.6183,0.96566,0.9286,0.90811,1,0.99933,0.995,0.74266,0.90044,0.78474,0.8389,0.000607212,0.000202404,0.000607212,0.000202404,0.000607212,0.000202404,0.000607212,0.000202404
16,55.8771,0.79077,0.93216,0.88851,1,0.99933,0.995,0.74266,0.90044,0.78474,0.8389,0.000644368,0.000214789,0.000644368,0.000214789,0.000644368,0.000214789,0.000644368,0.000214789
17,58.9984,1.09204,0.99138,0.97711,1,0.99933,0.995,0.74266,0.90044,0.78474,0.8389,0.000680916,0.000226972,0.000680916,0.000226972,0.000680916,0.000226972,0.000680916,0.000226972
18,62.2591,0.99647,1.01629,0.97581,1,0.99926,0.995,0.7371,0.90958,0.78713,0.8397,0.000716854,0.000238951,0.000716854,0.000238951,0.000716854,0.000238951,0.000716854,0.000238951
19,65.4691,0.91819,0.9719,0.86913,1,0.99926,0.995,0.7371,0.90958,0.78713,0.8397,0.000752184,0.000250728,0.000752184,0.000250728,0.000752184,0.000250728,0.000752184,0.000250728
20,68.7309,0.85509,0.92582,0.85389,1,0.99926,0.995,0.7371,0.90958,0.78713,0.8397,0.000786904,0.000262301,0.000786904,0.000262301,0.000786904,0.000262301,0.000786904,0.000262301
21,72.006,0.89042,0.89079,0.85385,1,0.99926,0.995,0.7371,0.90958,0.78713,0.8397,0.000821015,0.000273672,0.000821015,0.000273672,0.000821015,0.000273672,0.000821015,0.000273672
22,75.2842,0.87015,0.91304,0.85946,1,0.99926,0.995,0.7371,0.90958,0.78713,0.8397,0.000854517,0.000284839,0.000854517,0.000284839,0.000854517,0.000284839,0.000854517,0.000284839
23,78.7502,0.90275,0.90684,0.85541,1,0.99949,0.995,0.74802,0.89998,0.77267,0.8382,0.000887411,0.000295804,0.000887411,0.000295804,0.000887411,0.000295804,0.000887411,0.000295804
24,81.9352,0.91265,0.92792,0.90427,1,0.99949,0.995,0.74802,0.89998,0.77267,0.8382,0.000919695,0.000306565,0.000919695,0.000306565,0.000919695,0.000306565,0.000919695,0.000306565
