epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,5.24452,1.55339,4.01652,1.10497,0.47059,0.13793,0.28918,0.27805,1.27659,4.09594,1.14744,2.307e-05,7.69e-06,2.307e-05,7.69e-06,2.307e-05,7.69e-06,2.307e-05,7.69e-06
2,8.43536,1.67811,4.04454,1.1054,0.48276,0.12069,0.29169,0.2829,1.26248,4.08742,1.14442,6.87532e-05,2.29177e-05,6.87532e-05,2.29177e-05,6.87532e-05,2.29177e-05,6.87532e-05,2.29177e-05
3,11.7013,1.61953,4.04114,1.0987,0.54167,0.11207,0.31611,0.30528,1.22746,4.07216,1.14258,0.000113827,3.79425e-05,0.000113827,3.79425e-05,0.000113827,3.79425e-05,0.000113827,3.79425e-05
4,15.0371,1.55886,4.01537,1.07467,0.63158,0.10345,0.35906,0.34345,1.23672,4.06738,1.14564,0.000158292,5.27642e-05,0.000158292,5.27642e-05,0.000158292,5.27642e-05,0.000158292,5.27642e-05
5,18.1738,1.58735,4.03366,1.12374,0.66667,0.06897,0.36626,0.35617,1.21099,4.0496,1.14074,0.000202149,6.73829e-05,0.000202149,6.73829e-05,0.000202149,6.73829e-05,0.000202149,6.73829e-05
6,21.2591,2.04042,4.13951,1.32604,0.66667,0.06897,0.36626,0.35617,1.21099,4.0496,1.14074,0.000245396,8.17985e-05,0.000245396,8.17985e-05,0.000245396,8.17985e-05,0.000245396,8.17985e-05
7,24.3082,1.4739,4.01399,1.12992,0.66667,0.06897,0.37424,0.35979,1.2154,4.03655,1.13806,0.000288034,9.60112e-05,0.000288034,9.60112e-05,0.000288034,9.60112e-05,0.000288034,9.60112e-05
8,27.4724,1.51265,3.98106,1.03414,0.66667,0.06897,0.37424,0.35979,1.2154,4.03655,1.13806,0.000330062,0.000110021,0.000330062,0.000110021,0.000330062,0.000110021,0.000330062,0.000110021
9,30.7395,1.63995,4.12353,1.12322,0.72727,0.06897,0.40311,0.38768,1.19975,4.01787,1.12234,0.000371482,0.000123827,0.000371482,0.000123827,0.000371482,0.000123827,0.000371482,0.000123827
10,33.8484,1.54893,3.99759,1.18068,0.72727,0.06897,0.40311,0.38768,1.19975,4.01787,1.12234,0.000412293,0.000137431,0.000412293,0.000137431,0.000412293,0.000137431,0.000412293,0.000137431
11,37.0848,1.59594,3.9764,1.08313,0.76923,0.08621,0.43045,0.42153,1.23044,4.02444,1.12656,0.000452495,0.000150832,0.000452495,0.000150832,0.000452495,0.000150832,0.000452495,0.000150832
12,40.2887,1.59136,4.03219,1.15351,0.76923,0.08621,0.43045,0.42153,1.23044,4.02444,1.12656,0.000492088,0.000164029,0.000492088,0.000164029,0.000492088,0.000164029,0.000492088,0.000164029
13,43.3665,1.6097,3.9952,1.14388,0.76923,0.08621,0.43045,0.42153,1.23044,4.02444,1.12656,0.000531071,0.000177024,0.000531071,0.000177024,0.000531071,0.000177024,0.000531071,0.000177024
14,46.6208,1.48654,3.98743,1.07278,0.73684,0.12069,0.43307,0.41781,1.22452,4.02557,1.12228,0.000569446,0.000189815,0.000569446,0.000189815,0.000569446,0.000189815,0.000569446,0.000189815
15,49.7247,1.60282,3.98435,1.10929,0.73684,0.12069,0.43307,0.41781,1.22452,4.02557,1.12228,0.000607212,0.000202404,0.000607212,0.000202404,0.000607212,0.000202404,0.000607212,0.000202404
16,52.8825,1.35979,3.96333,1.08093,0.73684,0.12069,0.43307,0.41781,1.22452,4.02557,1.12228,0.000644368,0.000214789,0.000644368,0.000214789,0.000644368,0.000214789,0.000644368,0.000214789
17,56.0802,1.95959,4.05507,1.29868,0.73684,0.12069,0.43307,0.41781,1.22452,4.02557,1.12228,0.000680916,0.000226972,0.000680916,0.000226972,0.000680916,0.000226972,0.000680916,0.000226972
18,59.4474,1.476,3.97827,1.18205,0.5625,0.15517,0.37738,0.36662,1.24852,4.02128,1.11371,0.000716854,0.000238951,0.000716854,0.000238951,0.000716854,0.000238951,0.000716854,0.000238951
19,62.4526,1.42402,3.98515,1.00314,0.5625,0.15517,0.37738,0.36662,1.24852,4.02128,1.11371,0.000752184,0.000250728,0.000752184,0.000250728,0.000752184,0.000250728,0.000752184,0.000250728
20,65.4377,1.46286,3.98568,0.99179,0.5625,0.15517,0.37738,0.36662,1.24852,4.02128,1.11371,0.000786904,0.000262301,0.000786904,0.000262301,0.000786904,0.000262301,0.000786904,0.000262301
21,68.6089,1.55577,4.01905,1.02052,0.5625,0.15517,0.37738,0.36662,1.24852,4.02128,1.11371,0.000821015,0.000273672,0.000821015,0.000273672,0.000821015,0.000273672,0.000821015,0.000273672
